29102,旗舰级恒定护盾发射器蓝图,Capital Sustained Shield Emitter Blueprint,
29104,旗舰级超立方电容器单元蓝图,Capital Tesseract Capacitor Unit Blueprint,
29106,旗舰级热核反应击发装置蓝图,Capital Thermonuclear Trigger Unit Blueprint,
29108,旗舰级迪波特钛合金附甲蓝图,Capital Titanium Diborite Armor Plate Blueprint,
29110,旗舰级碳化钨附甲蓝图,Capital Tungsten Carbide Armor Plate Blueprint,
29204,特制的奥古米内解毒剂蓝图,Modified Augumene Antidote Blueprint,
29227,基础机器人蓝图,Basic Robotics Blueprint,
29249,富豪级蓝图,Magnate Blueprint,
29267,神圣穿梭机蓝图,Apotheosis Blueprint,
29329,艾玛传媒穿梭机蓝图,Amarr Media Shuttle Blueprint,
29331,加达里传媒穿梭机蓝图,Caldari Media Shuttle Blueprint,
29333,盖伦特传媒穿梭机蓝图,Gallente Media Shuttle Blueprint,
29335,米玛塔尔传媒穿梭机蓝图,Minmatar Media Shuttle Blueprint,
29993,优化纳米引擎蓝图,Optimized Nano-Engines Blueprint,
29995,战斗计算核心蓝图,Warfare Computation Core Blueprint,
29997,应变神经可视接口蓝图,Emergent Neurovisual Interface Blueprint,
30003,富勒烯夹页蓝图,Fullerene Intercalated Sheets Blueprint,
30009,加强型金属富勒烯合金蓝图,Reinforced Metallofullerene Alloys Blueprint,
30014,核心扫描探针蓝图 I,Core Scanner Probe I Blueprint,
30029,作战扫描探针蓝图 I,Combat Scanner Probe I Blueprint,
30329,民用停滞缠绕光束蓝图,Civilian Stasis Webifier Blueprint,
30343,民用热能发散力场蓝图,Civilian Thermal Dissipation Field Blueprint,
30387,R.Db. 混合技术蓝图,R.Db.- Hybrid Technology Blueprint,
30421,民用电磁防护力场蓝图,Civilian EM Ward Field Blueprint,
30423,民用爆炸偏阻力场蓝图,Civilian Explosive Deflection Field Blueprint,
30425,民用动能偏阻力场蓝图,Civilian Kinetic Deflection Field Blueprint,
30465,金属富勒烯附甲蓝图,Metallofullerene Plating Blueprint,
30467,机械电子接口节点蓝图,Electromechanical Interface Nexus Blueprint,
30471,神经视觉输出分析机蓝图,Neurovisual Output Analyzer Blueprint,
30475,纳米线复合材料蓝图,Nanowire Composites Blueprint,
30477,富勒二茂铁能量导管蓝图,Fulleroferrocene Power Conduits Blueprint,
30479,重配置的亚空间校准器蓝图,Reconfigured Subspace Calibrator Blueprint,
30840,民用损伤控制装备蓝图,Civilian Damage Control Blueprint,
30843,星际捷运穿梭机蓝图,InterBus Shuttle Blueprint,
30988,小型三角装甲聚合器蓝图 I,Small Trimark Armor Pump I Blueprint,
30994,旗舰级三角装甲聚合器蓝图 I,Capital Trimark Armor Pump I Blueprint,
30998,小型反电磁聚合器蓝图 I,Small Anti-EM Pump I Blueprint,
31000,中型反电磁聚合器蓝图 I,Medium Anti-EM Pump I Blueprint,
31002,旗舰级反电磁聚合器蓝图 I,Capital Anti-EM Pump I Blueprint,
31010,小型反爆破聚合器蓝图 I,Small Anti-Explosive Pump I Blueprint,
31012,中型反爆破聚合器蓝图 I,Medium Anti-Explosive Pump I Blueprint,
31014,旗舰级反爆破聚合器蓝图 I,Capital Anti-Explosive Pump I Blueprint,
31022,小型反动能聚合器蓝图 I,Small Anti-Kinetic Pump I Blueprint,
31024,中型反动能聚合器蓝图 I,Medium Anti-Kinetic Pump I Blueprint,
31026,旗舰级反动能聚合器蓝图 I,Capital Anti-Kinetic Pump I Blueprint,
31034,小型反热能聚合器蓝图 I,Small Anti-Thermal Pump I Blueprint,
31036,中型反热能聚合器蓝图 I,Medium Anti-Thermal Pump I Blueprint,
31038,旗舰级反热能聚合器蓝图 I,Capital Anti-Thermal Pump I Blueprint,
31046,小型辅助纳米聚合器蓝图 I,Small Auxiliary Nano Pump I Blueprint,
31048,中型辅助纳米聚合器蓝图 I,Medium Auxiliary Nano Pump I Blueprint,
31056,中型三角装甲聚合器蓝图 I,Medium Trimark Armor Pump I Blueprint,
31064,小型纳米机器人加速器蓝图 I,Small Nanobot Accelerator I Blueprint,
31066,中型纳米机器人加速器蓝图 I,Medium Nanobot Accelerator I Blueprint,
31068,旗舰级纳米机器人加速器蓝图 I,Capital Nanobot Accelerator I Blueprint,
31074,中型远程维修增效器蓝图 I,Medium Remote Repair Augmentor I Blueprint,
31076,旗舰级远程维修增效器蓝图 I,Capital Remote Repair Augmentor I Blueprint,
31084,小型打捞回收工具蓝图 I,Small Salvage Tackle I Blueprint,
31086,中型打捞回收工具蓝图 I,Medium Salvage Tackle I Blueprint,
31088,旗舰级打捞回收工具蓝图 I,Capital Salvage Tackle I Blueprint,
31106,小型辅助推进器蓝图 I,Small Auxiliary Thrusters I Blueprint,
31108,中型辅助推进器蓝图 I,Medium Auxiliary Thrusters I Blueprint,
31110,旗舰级辅助推进器蓝图 I,Capital Auxiliary Thrusters I Blueprint,
31118,小型货柜舱优化改造蓝图 I,Small Cargohold Optimization I Blueprint,
31120,中型货柜舱优化改造蓝图 I,Medium Cargohold Optimization I Blueprint,
31122,旗舰级货柜舱优化改造蓝图 I,Capital Cargohold Optimization I Blueprint,
31130,小型动态燃料控制阀蓝图 I,Small Dynamic Fuel Valve I Blueprint,
31132,中型动态燃料控制阀蓝图 I,Medium Dynamic Fuel Valve I Blueprint,
31134,旗舰级动态燃料控制阀蓝图 I,Capital Dynamic Fuel Valve I Blueprint,
31142,小型引擎热能防护装置蓝图 I,Small Engine Thermal Shielding I Blueprint,
31144,中型引擎热能防护装置蓝图 I,Medium Engine Thermal Shielding I Blueprint,
31146,旗舰级引擎热能防护装置蓝图 I,Capital Engine Thermal Shielding I Blueprint,
31154,小型低摩擦喷嘴接口蓝图 I,Small Low Friction Nozzle Joints I Blueprint,
31156,中型低摩擦喷嘴接口蓝图 I,Medium Low Friction Nozzle Joints I Blueprint,
31158,旗舰级低摩擦喷嘴接口蓝图 I,Capital Low Friction Nozzle Joints I Blueprint,
31160,小型超空间速度调节器蓝图 I,Small Hyperspatial Velocity Optimizer I Blueprint,
31162,中型超空间速度调节器蓝图 I,Medium Hyperspatial Velocity Optimizer I Blueprint,
31164,旗舰级超空间速度调节器蓝图 I,Capital Hyperspatial Velocity Optimizer I Blueprint,
31178,小型复合碳素引擎舱蓝图 I,Small Polycarbon Engine Housing I Blueprint,
31180,中型复合碳素引擎舱蓝图 I,Medium Polycarbon Engine Housing I Blueprint,
31182,旗舰级复合碳素引擎舱蓝图 I,Capital Polycarbon Engine Housing I Blueprint,
31190,小型跃迁核心优化系统蓝图 I,Small Warp Core Optimizer I Blueprint,
31192,中型跃迁核心优化系统蓝图 I,Medium Warp Core Optimizer I Blueprint,
31194,旗舰级跃迁核心优化系统蓝图 I,Capital Warp Core Optimizer I Blueprint,
31202,小型放射范围约束装置蓝图 I,Small Emission Scope Sharpener I Blueprint,
31204,中型放射范围约束装置蓝图 I,Medium Emission Scope Sharpener I Blueprint,
31206,旗舰级放射范围约束装置蓝图 I,Capital Emission Scope Sharpener I Blueprint,
31214,小型引力电容器升级蓝图 I,Small Gravity Capacitor Upgrade I Blueprint,
31216,中型引力电容器升级蓝图 I,Medium Gravity Capacitor Upgrade I Blueprint,
31218,旗舰级引力电容器升级蓝图 I,Capital Gravity Capacitor Upgrade I Blueprint,
31227,小型水冷电子设备蓝图 I,Small Liquid Cooled Electronics I Blueprint,
31229,中型水冷电子设备蓝图 I,Medium Liquid Cooled Electronics I Blueprint,
31231,旗舰级水冷电子设备蓝图 I,Capital Liquid Cooled Electronics I Blueprint,
31239,小型弥集进化演算法数据库蓝图 I,Small Memetic Algorithm Bank I Blueprint,
31241,中型弥集进化演算法数据库蓝图 I,Medium Memetic Algorithm Bank I Blueprint,
31243,旗舰级弥集进化演算法数据库蓝图 I,Capital Memetic Algorithm Bank I Blueprint,
31251,小型信号干扰增效装置蓝图 I,Small Signal Disruption Amplifier I Blueprint,
31253,中型信号干扰增效装置蓝图 I,Medium Signal Disruption Amplifier I Blueprint,
31255,旗舰级信号干扰增效装置蓝图 I,Capital Signal Disruption Amplifier I Blueprint,
31263,小型反信号区域投射器蓝图 I,Small Inverted Signal Field Projector I Blueprint,
31265,中型反信号区域投射器蓝图 I,Medium Inverted Signal Field Projector I Blueprint,
31267,旗舰级反信号区域投射器蓝图 I,Capital Inverted Signal Field Projector I Blueprint,
31275,小型离子力场投射器蓝图 I,Small Ionic Field Projector I Blueprint,
31277,中型离子力场投射器蓝图 I,Medium Ionic Field Projector I Blueprint,
31279,旗舰级离子力场投射器蓝图 I,Capital Ionic Field Projector I Blueprint,
31287,小型粒子散布放大器蓝图 I,Small Particle Dispersion Augmentor I Blueprint,
31289,中型粒子散布放大器蓝图 I,Medium Particle Dispersion Augmentor I Blueprint,
31291,旗舰级粒子散布放大器蓝图 I,Capital Particle Dispersion Augmentor I Blueprint,
31299,小型粒子散布投放器蓝图 I,Small Particle Dispersion Projector I Blueprint,
31301,中型粒子散布投放器蓝图 I,Medium Particle Dispersion Projector I Blueprint,
31303,旗舰级粒子散布投放器蓝图 I,Capital Particle Dispersion Projector I Blueprint,
31311,小型信号集中设备蓝图 I,Small Signal Focusing Kit I Blueprint,
31313,中型信号集中设备蓝图 I,Medium Signal Focusing Kit I Blueprint,
31315,旗舰级信号集中设备蓝图 I,Capital Signal Focusing Kit I Blueprint,
31323,小型锁定系统辅助控制器蓝图 I,Small Targeting System Subcontroller I Blueprint,
31325,中型锁定系统辅助控制器蓝图 I,Medium Targeting System Subcontroller I Blueprint,
31327,旗舰级锁定系统辅助控制器蓝图 I,Capital Targeting System Subcontroller I Blueprint,
31335,小型锁定系统稳定器蓝图 I,Small Targeting Systems Stabilizer I Blueprint,
31337,中型锁定系统稳定器蓝图 I,Medium Targeting Systems Stabilizer I Blueprint,
31339,旗舰级锁定系统稳定器蓝图 I,Capital Targeting Systems Stabilizer I Blueprint,
31347,小型跟踪诊断子程序蓝图 I,Small Tracking Diagnostic Subroutines I Blueprint,
31349,中型跟踪诊断子程序蓝图 I,Medium Tracking Diagnostic Subroutines I Blueprint,
31351,旗舰级跟踪诊断子程序蓝图 I,Capital Tracking Diagnostic Subroutines I Blueprint,
31359,小型辅助电源路由器蓝图 I,Small Ancillary Current Router I Blueprint,
31361,中型辅助电源路由器蓝图 I,Medium Ancillary Current Router I Blueprint,
31363,旗舰级辅助电源路由器蓝图 I,Capital Ancillary Current Router I Blueprint,
31371,小型电容器控制电路蓝图 I,Small Capacitor Control Circuit I Blueprint,
31373,中型电容器控制电路蓝图 I,Medium Capacitor Control Circuit I Blueprint,
31375,旗舰级电容器控制电路蓝图 I,Capital Capacitor Control Circuit I Blueprint,
31383,小型出口端口放大器蓝图 I,Small Egress Port Maximizer I Blueprint,
31385,中型出口端口放大器蓝图 I,Medium Egress Port Maximizer I Blueprint,
31387,旗舰级出口端口放大器蓝图 I,Capital Egress Port Maximizer I Blueprint,
31395,小型能量栅格子程序优化器蓝图 I,Small Powergrid Subroutine Maximizer I Blueprint,
31397,中型能量栅格子程序优化器蓝图 I,Medium Powergrid Subroutine Maximizer I Blueprint,
31399,旗舰级能量栅格子程序优化器蓝图 I,Capital Powergrid Subroutine Maximizer I Blueprint,
31407,小型半导体记忆电池蓝图 I,Small Semiconductor Memory Cell I Blueprint,
31409,中型半导体记忆电池蓝图 I,Medium Semiconductor Memory Cell I Blueprint,
31411,旗舰级半导体记忆电池蓝图 I,Capital Semiconductor Memory Cell I Blueprint,
31419,小型冷凝能量管理单元蓝图 I,Small Algid Energy Administrations Unit I Blueprint,
31421,中型冷凝能量管理单元蓝图 I,Medium Algid Energy Administrations Unit I Blueprint,
31423,旗舰级冷凝能量管理单元蓝图 I,Capital Algid Energy Administrations Unit I Blueprint,
31431,小型能量武器范围扩大设备蓝图 I,Small Energy Ambit Extension I Blueprint,
31433,中型能量武器范围扩大设备蓝图 I,Medium Energy Ambit Extension I Blueprint,
31435,旗舰级能量武器范围扩大设备蓝图 I,Capital Energy Ambit Extension I Blueprint,
31443,小型能量武器发散调节装置蓝图 I,Small Energy Burst Aerator I Blueprint,
31445,中型能量武器发散调节装置蓝图 I,Medium Energy Burst Aerator I Blueprint,
31447,旗舰级能量武器发散调节装置蓝图 I,Capital Energy Burst Aerator I Blueprint,
31455,小型能量武器冲击加速器蓝图 I,Small Energy Collision Accelerator I Blueprint,
31457,中型能量武器冲击加速器蓝图 I,Medium Energy Collision Accelerator I Blueprint,
31459,旗舰级能量武器冲击加速器蓝图 I,Capital Energy Collision Accelerator I Blueprint,
31467,小型能量武器释放过滤器蓝图 I,Small Energy Discharge Elutriation I Blueprint,
31469,中型能量武器释放过滤器蓝图 I,Medium Energy Discharge Elutriation I Blueprint,
31471,旗舰级能量武器释放过滤器蓝图 I,Capital Energy Discharge Elutriation I Blueprint,
31479,小型能量武器轨迹校准设备蓝图 I,Small Energy Locus Coordinator I Blueprint,
31481,中型能量武器轨迹校准设备蓝图 I,Medium Energy Locus Coordinator I Blueprint,
31483,旗舰级能量武器轨迹校准设备蓝图 I,Capital Energy Locus Coordinator I Blueprint,
31491,小型能量武器急转控制器蓝图 I,Small Energy Metastasis Adjuster I Blueprint,
31493,中型能量武器急转控制器蓝图 I,Medium Energy Metastasis Adjuster I Blueprint,
31495,旗舰级能量武器急转控制器蓝图 I,Capital Energy Metastasis Adjuster I Blueprint,
31503,小型冷凝混合管理单元蓝图 I,Small Algid Hybrid Administrations Unit I Blueprint,
31505,中型冷凝混合管理单元蓝图 I,Medium Algid Hybrid Administrations Unit I Blueprint,
31507,旗舰级冷凝混合管理单元蓝图 I,Capital Algid Hybrid Administrations Unit I Blueprint,
31515,小型混合武器范围扩大装置蓝图 I,Small Hybrid Ambit Extension I Blueprint,
31517,中型混合武器范围扩大装置蓝图 I,Medium Hybrid Ambit Extension I Blueprint,
31519,旗舰级混合武器范围扩大装置蓝图 I,Capital Hybrid Ambit Extension I Blueprint,
31527,小型混合武器射速调节装置蓝图 I,Small Hybrid Burst Aerator I Blueprint,
31529,中型混合武器射速调节装置蓝图 I,Medium Hybrid Burst Aerator I Blueprint,
31531,旗舰级混合武器射速调节装置蓝图 I,Capital Hybrid Burst Aerator I Blueprint,
31539,小型混合武器冲击加速器蓝图 I,Small Hybrid Collision Accelerator I Blueprint,
31541,中型混合武器冲击加速器蓝图 I,Medium Hybrid Collision Accelerator I Blueprint,
31543,旗舰级混合武器冲击加速器蓝图 I,Capital Hybrid Collision Accelerator I Blueprint,
31551,小型混合武器节能设备蓝图 I,Small Hybrid Discharge Elutriation I Blueprint,
31553,中型混合武器节能设备蓝图 I,Medium Hybrid Discharge Elutriation I Blueprint,
31555,旗舰级混合武器节能设备蓝图 I,Capital Hybrid Discharge Elutriation I Blueprint,
31563,小型混合武器轨迹校准设备蓝图 I,Small Hybrid Locus Coordinator I Blueprint,
31565,中型混合武器轨迹校准设备蓝图 I,Medium Hybrid Locus Coordinator I Blueprint,
31567,旗舰级混合武器轨迹校准设备蓝图 I,Capital Hybrid Locus Coordinator I Blueprint,
31575,小型混合武器急转控制器蓝图 I,Small Hybrid Metastasis Adjuster I Blueprint,
31577,中型混合武器急转控制器蓝图 I,Medium Hybrid Metastasis Adjuster I Blueprint,
31579,旗舰级混合武器急转控制器蓝图 I,Capital Hybrid Metastasis Adjuster I Blueprint,
31587,小型装卸加速装置蓝图 I,Small Bay Loading Accelerator I Blueprint,
31589,中型装卸加速装置蓝图 I,Medium Bay Loading Accelerator I Blueprint,
31591,旗舰级装卸加速装置蓝图 I,Capital Bay Loading Accelerator I Blueprint,
31599,小型液压舱推进器蓝图 I,Small Hydraulic Bay Thrusters I Blueprint,
31601,中型液压舱推进器蓝图 I,Medium Hydraulic Bay Thrusters I Blueprint,
31603,旗舰级液压舱推进器蓝图 I,Capital Hydraulic Bay Thrusters I Blueprint,
31609,小型火箭燃料缓冲隔离装置蓝图 I,Small Rocket Fuel Cache Partition I Blueprint,
31611,中型火箭燃料缓冲隔离装置蓝图 I,Medium Rocket Fuel Cache Partition I Blueprint,
31613,旗舰级火箭燃料缓冲隔离装置蓝图 I,Capital Rocket Fuel Cache Partition I Blueprint,
31621,小型弹头加热辅助系统蓝图 I,Small Warhead Calefaction Catalyst I Blueprint,
31623,中型弹头加热辅助系统蓝图 I,Medium Warhead Calefaction Catalyst I Blueprint,
31625,旗舰级弹头加热辅助系统蓝图 I,Capital Warhead Calefaction Catalyst I Blueprint,
31633,小型弹头爆燃辅助系统蓝图 I,Small Warhead Flare Catalyst I Blueprint,
31635,中型弹头爆燃辅助系统蓝图 I,Medium Warhead Flare Catalyst I Blueprint,
31637,旗舰级弹头爆燃辅助系统蓝图 I,Capital Warhead Flare Catalyst I Blueprint,
31645,小型弹头强化辅助系统蓝图 I,Small Warhead Rigor Catalyst I Blueprint,
31647,中型弹头强化辅助系统蓝图 I,Medium Warhead Rigor Catalyst I Blueprint,
31649,旗舰级弹头强化辅助系统蓝图 I,Capital Warhead Rigor Catalyst I Blueprint,
31657,小型射弹武器范围扩大装置蓝图 I,Small Projectile Ambit Extension I Blueprint,
31659,中型射弹武器范围扩大装置蓝图 I,Medium Projectile Ambit Extension I Blueprint,
31661,旗舰级射弹武器范围扩大装置蓝图 I,Capital Projectile Ambit Extension I Blueprint,
31669,小型射弹武器射速调节装置蓝图 I,Small Projectile Burst Aerator I Blueprint,
31671,中型射弹武器射速调节装置蓝图 I,Medium Projectile Burst Aerator I Blueprint,
31673,旗舰级射弹武器射速调节装置蓝图 I,Capital Projectile Burst Aerator I Blueprint,
31681,小型射弹武器冲击加速器蓝图 I,Small Projectile Collision Accelerator I Blueprint,
31683,中型射弹武器冲击加速器蓝图 I,Medium Projectile Collision Accelerator I Blueprint,
31685,旗舰级射弹武器冲击加速器蓝图 I,Capital Projectile Collision Accelerator I Blueprint,
31693,小型射弹武器轨迹校准设备蓝图 I,Small Projectile Locus Coordinator I Blueprint,
31695,中型射弹武器轨迹校准设备蓝图 I,Medium Projectile Locus Coordinator I Blueprint,
31697,旗舰级射弹武器轨迹校准设备蓝图 I,Capital Projectile Locus Coordinator I Blueprint,
31705,小型射弹武器急转控制器蓝图 I,Small Projectile Metastasis Adjuster I Blueprint,
31707,中型射弹武器急转控制器蓝图 I,Medium Projectile Metastasis Adjuster I Blueprint,
31709,旗舰级射弹武器急转控制器蓝图 I,Capital Projectile Metastasis Adjuster I Blueprint,
31717,小型抗电磁屏障强化器蓝图 I,Small Anti-EM Screen Reinforcer I Blueprint,
31719,中型抗电磁屏障强化器蓝图 I,Medium Anti-EM Screen Reinforcer I Blueprint,
31721,旗舰级抗电磁屏障强化器蓝图 I,Capital Anti-EM Screen Reinforcer I Blueprint,
31729,小型抗爆破屏障强化器蓝图 I,Small Anti-Explosive Screen Reinforcer I Blueprint,
31731,中型抗爆破屏障强化器蓝图 I,Medium Anti-Explosive Screen Reinforcer I Blueprint,
31733,旗舰级抗爆破屏障强化器蓝图 I,Capital Anti-Explosive Screen Reinforcer I Blueprint,
31741,小型抗动能屏障强化器蓝图 I,Small Anti-Kinetic Screen Reinforcer I Blueprint,
31743,中型抗动能屏障强化器蓝图 I,Medium Anti-Kinetic Screen Reinforcer I Blueprint,
31745,旗舰级抗动能屏障强化器蓝图 I,Capital Anti-Kinetic Screen Reinforcer I Blueprint,
31753,小型抗热能屏障强化器蓝图 I,Small Anti-Thermal Screen Reinforcer I Blueprint,
31755,中型抗热能屏障强化器蓝图 I,Medium Anti-Thermal Screen Reinforcer I Blueprint,
31757,旗舰级抗热能屏障强化器蓝图 I,Capital Anti-Thermal Screen Reinforcer I Blueprint,
31765,小型核心防御电容器安全管理装置蓝图 I,Small Core Defense Capacitor Safeguard I Blueprint,
31767,中型核心防御电容器安全管理装置 I 蓝图,Medium Core Defense Capacitor Safeguard I Blueprint,
31769,旗舰级核心防御电容器安全管理装置蓝图 I,Capital Core Defense Capacitor Safeguard I Blueprint,
31777,小型核心防御节能装置蓝图 I,Small Core Defense Charge Economizer I Blueprint,
31779,中型核心防御节能装置蓝图 I,Medium Core Defense Charge Economizer I Blueprint,
31781,旗舰级核心防御节能装置蓝图 I,Capital Core Defense Charge Economizer I Blueprint,
31789,小型核心防御力场扩张装置蓝图 I,Small Core Defense Field Extender I Blueprint,
31791,中型核心防御力场扩张装置蓝图 I,Medium Core Defense Field Extender I Blueprint,
31793,旗舰级核心防御力场扩张装置蓝图 I,Capital Core Defense Field Extender I Blueprint,
31801,小型核心防御力场稳固装置蓝图 I,Small Core Defense Field Purger I Blueprint,
31803,中型核心防御力场稳固装置蓝图 I,Medium Core Defense Field Purger I Blueprint,
31805,旗舰级核心防御力场稳固装置蓝图 I,Capital Core Defense Field Purger I Blueprint,
31817,小型核心防御操控稳定装置蓝图 I,Small Core Defense Operational Solidifier I Blueprint,
31819,中型核心防御操控稳定装置蓝图 I,Medium Core Defense Operational Solidifier I Blueprint,
31821,旗舰级核心防御操控稳定装置蓝图 I,Capital Core Defense Operational Solidifier I Blueprint,
32026,小型无人机控制范围扩大装置蓝图 I,Small Drone Control Range Augmentor I Blueprint,
32028,中型无人机控制范围扩大装置蓝图 I,Medium Drone Control Range Augmentor I Blueprint,
32034,小型无人机耐用性增强装置蓝图 I,Small Drone Durability Enhancer I Blueprint,
32036,中型无人机耐用性增强装置蓝图 I,Medium Drone Durability Enhancer I Blueprint,
32042,小型无人机采矿增量器蓝图 I,Small Drone Mining Augmentor I Blueprint,
32044,中型无人机采矿增量器蓝图 I,Medium Drone Mining Augmentor I Blueprint,
32050,小型无人机维修加速器蓝图 I,Small Drone Repair Augmentor I Blueprint,
32052,中型无人机维修加速器蓝图 I,Medium Drone Repair Augmentor I Blueprint,
32058,小型无人机增速装置蓝图 I,Small Drone Speed Augmentor I Blueprint,
32060,中型无人机增速装置蓝图 I,Medium Drone Speed Augmentor I Blueprint,
32066,小型电子无人机范围调节器蓝图 I,Small EW Drone Range Augmentor I Blueprint,
32068,中型电子无人机范围调节器蓝图 I,Medium EW Drone Range Augmentor I Blueprint,
32070,小型无人机巡航芯片蓝图 I,Small Drone Scope Chip I Blueprint,
32072,中型无人机巡航芯片蓝图 I,Medium Drone Scope Chip I Blueprint,
32082,小型岗哨炮伤害增强设备蓝图 I,Small Sentry Damage Augmentor I Blueprint,
32084,中型岗哨炮伤害增强设备蓝图 I,Medium Sentry Damage Augmentor I Blueprint,
32090,小型停滞无人机增强设备蓝图 I,Small Stasis Drone Augmentor I Blueprint,
32092,中型停滞无人机增强设备蓝图 I,Medium Stasis Drone Augmentor I Blueprint,
32326,独眼巨人蓝图 I,Cyclops I Blueprint,
32341,槌骨蓝图 I,Malleus I Blueprint,
32343,斩裂剑蓝图 I,Tyrfing I Blueprint,
32345,螳螂蓝图 I,Mantis I Blueprint,
32437,鞭挞超大型巡航导弹蓝图,Scourge XL Cruise Missile Blueprint,
32439,星爆超大型巡航导弹蓝图,Nova XL Cruise Missile Blueprint,
32441,炼狱超大型巡航导弹蓝图,Inferno XL Cruise Missile Blueprint,
32443,雷神超大型巡航导弹蓝图,Mjolnir XL Cruise Missile Blueprint,
32445,超大型巡航导弹发射器蓝图 I,XL Cruise Missile Launcher I Blueprint,
32773,中型辅助护盾回充增量器蓝图,Medium Ancillary Shield Booster Blueprint,
32775,小型辅助护盾回充增量器蓝图,Small Ancillary Shield Booster Blueprint,
32781,超大型辅助护盾回充增量器蓝图,X-Large Ancillary Shield Booster Blueprint,
32783,反弹道导弹蓝图 I,Defender Missile I Blueprint,
32800,环绕激光器S蓝图,Orbital Laser S Blueprint,
32802,环绕电磁脉冲弹S蓝图,Orbital EMP S Blueprint,
32804,环绕混合炮S蓝图,Orbital Hybrid S Blueprint,
32818,中型基腹断岩采集晶体优化器蓝图 I,Medium Mercoxit Mining Crystal Optimization I Blueprint,
32820,中型冰矿采集器加速器蓝图 I,Medium Ice Harvester Accelerator I Blueprint,
32839,追求者测量探针蓝图 I,Quest Survey Probe I Blueprint,
32858,空间站货柜蓝图,Station Container Blueprint,
32859,小型标准货柜蓝图,Small Standard Container Blueprint,
32860,中型标准货柜蓝图,Medium Standard Container Blueprint,
32861,大型标准货柜蓝图,Large Standard Container Blueprint,
32862,巨大的货物集装箱蓝图,Giant Freight Container Blueprint,
32863,巨大的安全货柜蓝图,Giant Secure Container Blueprint,
32864,庞大的安全货柜蓝图,Huge Secure Container Blueprint,
32865,大型安全货柜蓝图,Large Secure Container Blueprint,
32866,中型安全货柜蓝图,Medium Secure Container Blueprint,
32867,小型安全货柜蓝图,Small Secure Container Blueprint,
32868,小型审计安全密码集装箱蓝图,Small Audit Log Secure Container Blueprint,
32869,中型审计安全密码集装箱蓝图,Medium Audit Log Secure Container Blueprint,
32870,大型审计安全密码集装箱蓝图,Large Audit Log Secure Container Blueprint,
32871,空间站保险库集装箱蓝图,Station Vault Container Blueprint,
32873,阿尔格斯级蓝图,Algos Blueprint,
32875,龙骑兵级蓝图,Dragoon Blueprint,
32877,渡鸦级蓝图,Corax Blueprint,
32879,弯刀级蓝图,Talwar Blueprint,
32881,冲锋者级蓝图,Venture Blueprint,
32982,打捞无人机 I 蓝图,Salvage Drone I Blueprint,
33004,巨型货物集装箱蓝图,Enormous Freight Container Blueprint,
33006,庞大的货物集装箱蓝图,Huge Freight Container Blueprint,
33008,大型货物集装箱蓝图,Large Freight Container Blueprint,
33010,中型货物集装箱蓝图,Medium Freight Container Blueprint,
33012,小型货物集装箱蓝图,Small Freight Container Blueprint,
33067,失效的空间站钥匙蓝图,Deactivated Station Key Pass Blueprint,
33077,小型辅助装甲维修器蓝图,Small Ancillary Armor Repairer Blueprint,
33080,未来人类级蓝图,Hematos Blueprint,
33082,毒蛇级蓝图,Taipan Blueprint,
33084,违逆者级蓝图,Violator Blueprint,
33088,高级大脑加速器蓝图,Advanced Cerebral Accelerator Blueprint,
33102,中型辅助装甲维修器蓝图,Medium Ancillary Armor Repairer Blueprint,
33104,大型辅助装甲维修器蓝图,Large Ancillary Armor Repairer Blueprint,
33112,实验级大脑加速器蓝图,Prototype Cerebral Accelerator Blueprint,
33150,个人机库阵列蓝图,Personal Hangar Array Blueprint,
33177,扫描精准阵列蓝图 I,Scan Acquisition Array I Blueprint,
33179,扫描定位阵列蓝图 I,Scan Pinpointing Array I Blueprint,
33181,扫描测距阵列蓝图 I,Scan Rangefinding Array I Blueprint,
33196,空间协调装置蓝图,Spatial Attunement Unit Blueprint,
33271,测量探针发射器蓝图 I,Survey Probe Launcher I Blueprint,
33278,旗舰级无人机控制范围扩大装置蓝图 I,Capital Drone Control Range Augmentor I Blueprint,
33282,旗舰级无人机耐用性增强装置蓝图 I,Capital Drone Durability Enhancer I Blueprint,
33286,旗舰级无人机采矿增量器蓝图 I,Capital Drone Mining Augmentor I Blueprint,
33290,旗舰级无人机维修加速器蓝图 I,Capital Drone Repair Augmentor I Blueprint,
33294,旗舰级无人机巡航芯片蓝图 I,Capital Drone Scope Chip I Blueprint,
33299,旗舰级无人机增速装置蓝图 I,Capital Drone Speed Augmentor I Blueprint,
33304,旗舰级处理器超频组件蓝图 I,Capital Processor Overclocking Unit I Blueprint,
33308,旗舰级岗哨炮伤害增强设备蓝图 I,Capital Sentry Damage Augmentor I Blueprint,
33312,旗舰级停滞无人机增强设备蓝图 I,Capital Stasis Drone Augmentor I Blueprint,
33327,灵感级蓝图,Gnosis Blueprint,
33401,堡垒装备蓝图 I,Bastion Module I Blueprint,
33449,重型快速导弹发射器蓝图 I,Rapid Heavy Missile Launcher I Blueprint,
33515,小型移动式虹吸装置蓝图,Small Mobile Siphon Unit Blueprint,
33517,移动式仓库蓝图,Mobile Depot Blueprint,
33518,移动式诱导抑制装置蓝图,Mobile Cynosural Inhibitor Blueprint,
33519,移动式牵引装置蓝图,Mobile Tractor Unit Blueprint,
